,unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri,source_file_x,combined_address_x,ADDRESS_V1,fuzzy_match,match_confidence,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,CONSTRUCTION_AGE_BAND,LODGEMENT_DATETIME,TENURE,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,UPRN,UPRN_SOURCE,REPORT_TYPE,source_file_y,combined_address_y,_merge
1007,2859C1AB-8AE4-52B4-E063-4804A8C05948,745000,2024-10-17,HP13 5UR,D,N,F,nan,57,SUNNY CROFT,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8AE4-52B4-E063-4804A8C05948/current,./data-land_registry/HP13-march2020-to-nov2025.csv,57 sunny croft nan hp13 5ur,57 SUNNY CROFT HP13 5UR,57 sunnycroft downley hp13 5ur,84.21052631578947,1388777089262015112312213490578875,"57, Sunnycroft",Downley,,HP13 5UR,7941870478.0,E,B,51.0,84.0,House,Detached,2015-11-23,E07000007,E14001056,Buckinghamshire,2015-11-23,marketed sale,42.0,81.0,324.0,92.0,7.6,57.0,2.2,140.0,74.0,1169.0,598.0,334.0,80.0,132.0,Unknown,Y,NODATA!,,,2102.0,100.0,double glazing installed before 2002,Normal,0.0,6.0,6.0,10.0,0.0,"From main system, no cylinder thermostat",Poor,Poor,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,,,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Average,Average,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 10% of fixed outlets,Poor,Poor,mains gas (not community),0.0,NO DATA!,,,,N,natural,"57, Sunnycroft, Downley",Wycombe,Wycombe,HIGH WYCOMBE,England and Wales: 1976-1982,2015-11-23 12:21:34,owner-occupied,,,100080552396.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,57 sunnycroft downley hp13 5ur,both
1008,2859C1AB-8AE4-52B4-E063-4804A8C05948,745000,2024-10-17,HP13 5UR,D,N,F,nan,57,SUNNY CROFT,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8AE4-52B4-E063-4804A8C05948/current,./data-land_registry/HP13-march2020-to-nov2025.csv,57 sunny croft nan hp13 5ur,57 SUNNY CROFT HP13 5UR,57 sunnycroft downley hp13 5ur,84.21052631578947,7d7e5b60bdd45e897e6fc7573a838c21bb78ebc9388c0333b569c895644b3fea,57 Sunnycroft,Downley,,HP13 5UR,10005156116.0,C,C,74.0,80.0,House,Detached,2023-10-03,E06000060,E14001056,,2023-10-04,marketed sale,70.0,75.0,150.0,117.0,4.6,26.0,3.6,200.0,200.0,1896.0,1896.0,278.0,278.0,173.0,Single,Y,,,,,100.0,"double glazing, unknown install date",More Than Typical,2.0,7.0,7.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and underfloor heating, mains gas, Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.31,0.0,N,natural,"57 Sunnycroft, Downley",Buckinghamshire,Wycombe,HIGH WYCOMBE,England and Wales: 1967-1975,2023-10-04 13:31:33,Owner-occupied,24.0,,100080552396.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,57 sunnycroft downley hp13 5ur,both
1009,DBA933F8-FD1B-669D-E053-6B04A8C0AD56,600000,2021-10-21,HP13 5UR,D,N,F,nan,59,SUNNY CROFT,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/DBA933F8-FD1B-669D-E053-6B04A8C0AD56/current,./data-land_registry/HP13-march2020-to-nov2025.csv,59 sunny croft nan hp13 5ur,59 SUNNY CROFT HP13 5UR,59 sunnycroft downley hp13 5ur,84.21052631578947,928f6c7bb40e9cac451d1bf884988a4bec005e39fdc7cba51626593f22e1e3a5,59 SUNNYCROFT,DOWNLEY,,HP13 5UR,10001564598.0,D,B,66.0,84.0,House,Detached,2021-07-21,E06000060,E14001056,,2021-07-22,marketed sale,59.0,80.0,219.0,97.0,5.0,39.0,2.2,114.0,114.0,767.0,537.0,163.0,81.0,130.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,0.0,7.0,7.0,77.0,0.0,"From main system, no cylinder thermostat",Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 77% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.28,0.0,N,natural,"59 SUNNYCROFT, DOWNLEY",Buckinghamshire,Wycombe,HIGH WYCOMBE,England and Wales: 1976-1982,2021-07-22 12:28:58,Owner-occupied,35.0,,100080552397.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,59 sunnycroft downley hp13 5ur,both
1010,1061746D-B10A-3C34-E063-4804A8C0F9E7,835000,2023-10-11,HP13 5UR,D,N,F,nan,63,SUNNY CROFT,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/1061746D-B10A-3C34-E063-4804A8C0F9E7/current,./data-land_registry/HP13-march2020-to-nov2025.csv,63 sunny croft nan hp13 5ur,63 SUNNY CROFT HP13 5UR,63 sunnycroft downley hp13 5ur,84.21052631578947,674277214112011090511423298090785,"63, Sunnycroft",Downley,,HP13 5UR,7527489868.0,D,C,62.0,71.0,House,Detached,2011-09-05,E07000007,E14001056,Buckinghamshire,2011-09-05,marketed sale,58.0,69.0,226.0,169.0,5.1,44.0,3.8,90.0,56.0,802.0,607.0,120.0,121.0,116.1,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,0.0,7.0,7.0,40.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Room heaters, mains gas",,,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,2.31,0.0,,natural,"63, Sunnycroft, Downley",Wycombe,Wycombe,HIGH WYCOMBE,England and Wales: 1976-1982,2011-09-05 11:42:32,owner-occupied,15.0,6.0,100080552399.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,63 sunnycroft downley hp13 5ur,both
1011,1061746D-B10A-3C34-E063-4804A8C0F9E7,835000,2023-10-11,HP13 5UR,D,N,F,nan,63,SUNNY CROFT,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/1061746D-B10A-3C34-E063-4804A8C0F9E7/current,./data-land_registry/HP13-march2020-to-nov2025.csv,63 sunny croft nan hp13 5ur,63 SUNNY CROFT HP13 5UR,63 sunnycroft downley hp13 5ur,84.21052631578947,9126c900b77afa87a01e1da13c8997803dd8f8cd8e6e133dcbd12e6cc744a463,63 Sunnycroft,Downley,,HP13 5UR,10004475145.0,D,C,64.0,79.0,House,Detached,2023-05-22,E06000060,E14001056,,2023-05-23,marketed sale,54.0,72.0,226.0,128.0,7.4,40.0,4.2,215.0,215.0,2978.0,2124.0,341.0,208.0,185.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,0.0,7.0,7.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.3,0.0,N,natural,"63 Sunnycroft, Downley",Buckinghamshire,Wycombe,HIGH WYCOMBE,England and Wales: 1967-1975,2023-05-23 10:52:06,Owner-occupied,48.0,,100080552399.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,63 sunnycroft downley hp13 5ur,both
1101,E2D14905-15EE-4C2D-E053-6B04A8C0422B,725000,2022-04-12,HP13 5XW,D,N,F,nan,6,FORD WAY,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/E2D14905-15EE-4C2D-E053-6B04A8C0422B/current,./data-land_registry/HP13-march2020-to-nov2025.csv,6 ford way nan hp13 5xw,6 FORD WAY HP13 5XW,6 ford way downley hp13 5xw,84.0,281250611512009051219414108910165,"6, Ford Way",Downley,,HP13 5XW,1564181668.0,D,C,56.0,72.0,House,Detached,2009-05-12,E07000007,E14001056,Buckinghamshire,2009-05-12,rental (private),50.0,67.0,318.0,204.0,6.1,53.0,3.9,110.0,56.0,765.0,519.0,161.0,122.0,114.38,Single,Y,NO DATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,1.0,7.0,7.0,3.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"System built, as built, partial insulation (assumed)",Average,Average,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 3% of fixed outlets,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.38,0.0,N,natural,"6, Ford Way, Downley",Wycombe,Wycombe,HIGH WYCOMBE,England and Wales: 1976-1982,2009-05-12 19:41:41,rental (private),,,100080534099.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,6 ford way downley hp13 5xw,both
1102,E2D14905-15EE-4C2D-E053-6B04A8C0422B,725000,2022-04-12,HP13 5XW,D,N,F,nan,6,FORD WAY,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/E2D14905-15EE-4C2D-E053-6B04A8C0422B/current,./data-land_registry/HP13-march2020-to-nov2025.csv,6 ford way nan hp13 5xw,6 FORD WAY HP13 5XW,6 ford way downley hp13 5xw,84.0,281250689542019073016351966112148,"6, Ford Way",Downley,,HP13 5XW,1564181668.0,D,B,68.0,81.0,House,Detached,2019-07-24,E07000007,E14001056,Buckinghamshire,2019-07-30,rental (private),63.0,76.0,205.0,122.0,4.2,36.0,2.5,118.0,78.0,660.0,614.0,136.0,82.0,116.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,2.0,7.0,7.0,50.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"6, Ford Way, Downley",Wycombe,Wycombe,HIGH WYCOMBE,England and Wales: 1967-1975,2019-07-30 16:35:19,rental (private),,,100080534099.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,6 ford way downley hp13 5xw,both
1103,42C129E4-3CFC-60A9-E063-4804A8C0C25D,650000,2025-09-26,HP13 5XW,D,N,F,nan,31,FORD WAY,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/42C129E4-3CFC-60A9-E063-4804A8C0C25D/current,./data-land_registry/HP13-march2020-to-nov2025.csv,31 ford way nan hp13 5xw,31 FORD WAY HP13 5XW,31 ford way downley hp13 5xw,84.61538461538461,b5cca0b5ef11bdb792206a5b533ec4d88a08a8cfd9fbbb0a7a7f21975bb213f1,31 Ford Way,Downley,,HP13 5XW,10007314329.0,D,B,65.0,84.0,House,Detached,2025-03-26,E06000060,E14001600,,2025-03-26,marketed sale,58.0,80.0,226.0,98.0,4.8,40.0,2.1,149.0,116.0,1093.0,799.0,273.0,113.0,120.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,2.0,8.0,8.0,71.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,,,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.37,0.0,N,natural,"31 Ford Way, Downley",Buckinghamshire,,HIGH WYCOMBE,England and Wales: 1976-1982,2025-03-26 20:47:23,Owner-occupied,14.0,,100080534115.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,31 ford way downley hp13 5xw,both
1104,045A1898-5681-9A24-E063-4804A8C048EA,680000,2023-07-13,HP13 5XW,D,N,F,nan,35,FORD WAY,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-5681-9A24-E063-4804A8C048EA/current,./data-land_registry/HP13-march2020-to-nov2025.csv,35 ford way nan hp13 5xw,35 FORD WAY HP13 5XW,35 ford way downley hp13 5xw,84.61538461538461,665546df90cc08c8befe1e5f40e5dfbbb27ccc4dddeb06969378e980671b0d7f,35 Ford Way,Downley,,HP13 5XW,10003874117.0,E,C,50.0,79.0,House,Detached,2023-01-12,E06000060,E14001056,,2023-01-13,marketed sale,36.0,69.0,331.0,123.0,8.3,68.0,3.4,125.0,125.0,1388.0,758.0,156.0,80.0,122.0,Single,Y,,,,,100.0,double glazing installed during or after 2002,Normal,1.0,7.0,7.0,80.0,1.0,From main system,Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, anthracite",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.37,0.0,N,natural,"35 Ford Way, Downley",Buckinghamshire,Wycombe,HIGH WYCOMBE,England and Wales: 1967-1975,2023-01-13 18:16:25,Owner-occupied,15.0,,100080534117.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,35 ford way downley hp13 5xw,both
1142,EED73E75-312C-6AF3-E053-6C04A8C08ABA,505000,2022-10-19,HP13 5YG,S,N,F,nan,1,GREENWOODS,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/EED73E75-312C-6AF3-E053-6C04A8C08ABA/current,./data-land_registry/HP13-march2020-to-nov2025.csv,1 greenwoods nan hp13 5yg,1 GREENWOODS HP13 5YG,1 greenwoods the common hp13 5yg,80.70175438596492,1597070159962017121812470465488073,"1, Greenwoods",The Common,,HP13 5YG,7646555578.0,G,C,14.0,70.0,House,Semi-Detached,2017-12-18,E07000007,E14001056,Buckinghamshire,2017-12-18,marketed sale,28.0,44.0,691.0,405.0,6.9,99.0,4.3,83.0,54.0,1824.0,760.0,237.0,91.0,70.0,dual,N,NODATA!,,,2603.0,100.0,"double glazing, unknown install date",Normal,1.0,4.0,4.0,33.0,2.0,"Electric immersion, off-peak",Poor,Poor,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, wood logs",,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,electricity (not community),0.0,NO DATA!,,,,N,natural,"1, Greenwoods, The Common",Wycombe,Wycombe,HIGH WYCOMBE,England and Wales: before 1900,2017-12-18 12:47:04,owner-occupied,,,200000801580.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,1 greenwoods the common hp13 5yg,both
1157,36A61A94-4D32-DEF2-E063-4704A8C046AE,710000,2025-04-04,HP13 5YP,D,N,F,nan,3,MOOR LANE,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-4D32-DEF2-E063-4704A8C046AE/current,./data-land_registry/HP13-march2020-to-nov2025.csv,3 moor lane nan hp13 5yp,3 MOOR LANE HP13 5YP,3 moor lane downley hp13 5yp,84.61538461538461,1807546672202020070314291777000128,"3, Moor Lane",Downley,,HP13 5YP,7217770778.0,D,C,58.0,79.0,House,Detached,2020-07-02,E06000060,E14001056,Buckinghamshire,2020-07-03,marketed sale,50.0,74.0,288.0,134.0,5.7,51.0,2.7,81.0,82.0,994.0,660.0,105.0,73.0,111.0,Single,Y,NODATA!,,,2106.0,0.0,not defined,Normal,0.0,6.0,6.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"3, Moor Lane, Downley",Buckinghamshire,Wycombe,HIGH WYCOMBE,England and Wales: before 1900,2020-07-03 14:29:17,owner-occupied,,,100081170645.0,Address Matched,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,3 moor lane downley hp13 5yp,both
1158,C3C3F9B5-6417-362B-E053-6B04A8C03ACC,615000,2021-01-13,HP13 5YP,D,N,F,nan,3,MOOR LANE,DOWNLEY,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/C3C3F9B5-6417-362B-E053-6B04A8C03ACC/current,./data-land_registry/HP13-march2020-to-nov2025.csv,3 moor lane nan hp13 5yp,3 MOOR LANE HP13 5YP,3 moor lane downley hp13 5yp,84.61538461538461,1807546672202020070314291777000128,"3, Moor Lane",Downley,,HP13 5YP,7217770778.0,D,C,58.0,79.0,House,Detached,2020-07-02,E06000060,E14001056,Buckinghamshire,2020-07-03,marketed sale,50.0,74.0,288.0,134.0,5.7,51.0,2.7,81.0,82.0,994.0,660.0,105.0,73.0,111.0,Single,Y,NODATA!,,,2106.0,0.0,not defined,Normal,0.0,6.0,6.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"3, Moor Lane, Downley",Buckinghamshire,Wycombe,HIGH WYCOMBE,England and Wales: before 1900,2020-07-03 14:29:17,owner-occupied,,,100081170645.0,Address Matched,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,3 moor lane downley hp13 5yp,both
1222,0B85394F-A089-69A5-E063-4704A8C07DAC,505000,2023-09-12,HP13 6AH,T,N,F,nan,1,RYE GARDENS,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/0B85394F-A089-69A5-E063-4704A8C07DAC/current,./data-land_registry/HP13-march2020-to-nov2025.csv,1 rye gardens nan hp13 6ah,1 RYE GARDENS HP13 6AH,1 rye gardens queens road hp13 6ah,83.33333333333334,1531738391612017032815305499230952,1 Rye Gardens,Queens Road,,HP13 6AH,9213190578.0,B,A,86.0,94.0,House,End-Terrace,2017-03-28,E07000007,E14001056,Buckinghamshire,2017-03-28,new dwelling,88.0,96.0,69.0,18.0,1.3,12.0,0.4,70.0,70.0,281.0,273.0,43.0,50.0,112.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,100.0,0.0,"From main system, plus solar",Good,Very Good,Average thermal transmittance 0.13 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.19 W/m-¦K,Very Good,Very Good,,,,Average thermal transmittance 0.14 W/m-¦K,Very Good,Very Good,"Boiler & underfloor, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"1 Rye Gardens, Queens Road",Wycombe,Wycombe,HIGH WYCOMBE,NO DATA!,2017-03-28 15:30:54,unknown,25.0,25.0,10092751974.0,Address Matched,101.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,1 rye gardens queens road hp13 6ah,both
1223,C6209F5E-E979-295E-E053-6C04A8C0DDCC,410000,2021-04-01,HP13 6AH,T,N,F,nan,1,RYE GARDENS,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/C6209F5E-E979-295E-E053-6C04A8C0DDCC/current,./data-land_registry/HP13-march2020-to-nov2025.csv,1 rye gardens nan hp13 6ah,1 RYE GARDENS HP13 6AH,1 rye gardens queens road hp13 6ah,83.33333333333334,1531738391612017032815305499230952,1 Rye Gardens,Queens Road,,HP13 6AH,9213190578.0,B,A,86.0,94.0,House,End-Terrace,2017-03-28,E07000007,E14001056,Buckinghamshire,2017-03-28,new dwelling,88.0,96.0,69.0,18.0,1.3,12.0,0.4,70.0,70.0,281.0,273.0,43.0,50.0,112.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,100.0,0.0,"From main system, plus solar",Good,Very Good,Average thermal transmittance 0.13 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.19 W/m-¦K,Very Good,Very Good,,,,Average thermal transmittance 0.14 W/m-¦K,Very Good,Very Good,"Boiler & underfloor, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"1 Rye Gardens, Queens Road",Wycombe,Wycombe,HIGH WYCOMBE,NO DATA!,2017-03-28 15:30:54,unknown,25.0,25.0,10092751974.0,Address Matched,101.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,1 rye gardens queens road hp13 6ah,both
1224,12A8BAB5-EB10-2125-E063-4804A8C08CC1,498000,2023-10-06,HP13 6AH,T,N,F,nan,7,RYE GARDENS,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB5-EB10-2125-E063-4804A8C08CC1/current,./data-land_registry/HP13-march2020-to-nov2025.csv,7 rye gardens nan hp13 6ah,7 RYE GARDENS HP13 6AH,7 rye gardens queens road hp13 6ah,83.33333333333334,1531411319222017032815310360888403,7 Rye Gardens,Queens Road,,HP13 6AH,633190578.0,B,A,86.0,94.0,House,End-Terrace,2017-03-28,E07000007,E14001056,Buckinghamshire,2017-03-28,new dwelling,88.0,96.0,69.0,18.0,1.3,12.0,0.4,70.0,70.0,282.0,274.0,43.0,50.0,112.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,100.0,0.0,"From main system, plus solar",Good,Very Good,Average thermal transmittance 0.13 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.19 W/m-¦K,Very Good,Very Good,,,,Average thermal transmittance 0.14 W/m-¦K,Very Good,Very Good,"Boiler & underfloor, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"7 Rye Gardens, Queens Road",Wycombe,Wycombe,HIGH WYCOMBE,NO DATA!,2017-03-28 15:31:03,unknown,25.0,25.0,10092751980.0,Address Matched,101.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,7 rye gardens queens road hp13 6ah,both
